Pseudomonas aeruginosa genome assembly 216_10Pc_7_contgs_500, contig NODE_2_length_451138_cov_25.5966_ID_3, whole genome shotgun sequence.	GCF0013745151	NZCTCR010000281	78413	98214	19801
Pseudomonas aeruginosa MH27, whole genome shotgun sequence.	GCF0005132351	NZCBTR0100000121	32059	61283	29224
Pseudomonas aeruginosa strain 293S080611BSL_PA1 IPC64_2.1, whole genome shotgun sequence	GCF0043746851	NZRWUC010000021	478615	492835	14220
Pseudomonas aeruginosa strain AZPAE14834 AZPAE14834_contig_11, whole genome shotgun sequence.	GCF0007942451	NZJTVA010000111	183995	236773	52778
Pseudomonas aeruginosa strain WH-SGI-V-07381 WH-SGI-V-07381_contig6, whole genome shotgun sequence.	GCF0014509251	NZLLOF010001001	170080	231240	61160
Pseudomonas aeruginosa strain PAC33B IPC147_4.1, whole genome shotgun sequence	GCF0043737951	NZRWSG010000041	555328	598936	43608
Pseudomonas aeruginosa strain FDAARGOS_610 chromosome, complete genome	GCF0063647951	NZCP0410131	4300404	4321704	21300
Pseudomonas aeruginosa strain Jp100 IPC750_1.1, whole genome shotgun sequence	GCF0039753851	NZRXDD010000011	614140	630967	16827
Pseudomonas aeruginosa genome assembly 259_Rw151_contgs_500, contig NODE_2_length_451136_cov_22.9688_ID_3, whole genome shotgun sequence.	GCF0013749751	NZCTDU010000721	78411	98212	19801
Pseudomonas aeruginosa BWHPSA005 genomic scaffold adgfj-supercont1.1, whole genome shotgun sequence.	GCF0004816051	NZKI5191531	2576313	2624408	48095
Pseudomonas aeruginosa strain F9676, complete genome.	GCF0010774751	NZCP0120661	3457313	3485764	28451
Pseudomonas aeruginosa strain AZPAE12423 AZPAE12423_contig_70, whole genome shotgun sequence.	GCF0007973551	NZJTZR010000701	5793	26070	20277
Pseudomonas aeruginosa strain AUS510 IPC447_2.1, whole genome shotgun sequence	GCF0039756451	NZRXEA010000021	339358	376539	37181
Pseudomonas aeruginosa strain 5990.1 IPC1311_3.1, whole genome shotgun sequence	GCF0043721351	NZRWOY010000031	297803	318357	20554
Pseudomonas aeruginosa C23 genomic scaffold adggj-supercont1.1, whole genome shotgun sequence.	GCF0004804951	NZKI5187161	2535470	2583562	48092
Pseudomonas aeruginosa strain 6086.2 IPC1333_1.1, whole genome shotgun sequence	GCF0043715051	NZRWOC010000011	394366	419375	25009
Pseudomonas aeruginosa BWHPSA006 genomic scaffold adhwj-supercont1.1, whole genome shotgun sequence.	GCF0004815851	NZKI5191451	2633026	2660449	27423
Pseudomonas aeruginosa strain Jp60 IPC748_1.1, whole genome shotgun sequence	GCF0039761851	NZRXDE010000011	684952	750229	65277
Pseudomonas aeruginosa MSH-10 genomic scaffold acUKG-supercont1.1, whole genome shotgun sequence.	GCF0004079051	NZKE1386721	1725272	1743640	18368
Pseudomonas aeruginosa strain 279 scaffold_0, whole genome shotgun sequence.	GCF0023123851	NZMWYH010000011	478018	526071	48053
Pseudomonas aeruginosa genome assembly 212_Rw184_contgs_500, contig NODE_2_length_451136_cov_25.2083_ID_3, whole genome shotgun sequence.	GCF0013735951	NZCUWZ010000441	78411	98212	19801
Pseudomonas aeruginosa genome assembly PAO1OR, chromosome : I.	GCF9000703751	NZLN8711871	2416008	2429696	13688
Pseudomonas aeruginosa PA7 chromosome, complete genome.	GCF0000172051	NC0096561	2519655	2541004	21349
Pseudomonas aeruginosa strain PA-W20 IPC13_1.1, whole genome shotgun sequence	GCF0038417051	NZNTAR010000011	515453	524680	9227
Pseudomonas aeruginosa strain Liverpool Epidemic Strain, whole genome shotgun sequence.	GCF0008246851	NZCCPA010000031	37886	123916	86030
Pseudomonas aeruginosa strain AZPAE12146 AZPAE12146_contig_9, whole genome shotgun sequence.	GCF0007967651	NZJUAQ010000091	250662	261141	10479
Pseudomonas aeruginosa strain WH-SGI-V-07488 WH_SGI_V_07488_17, whole genome shotgun sequence.	GCF0014516451	NZLLPU010000261	54775	68825	14050
Pseudomonas aeruginosa strain env068 NODE_4_length_548290_cov_12.435, whole genome shotgun sequence.	GCF0023308851	NZNRBE010000041	471602	498726	27124
Pseudomonas aeruginosa strain HUM-259 NODE_11_length_143585_cov_18.0451_ID_21, whole genome shotgun sequence	GCF0036318451	NZRAAA010000111	38221	93535	55314
Pseudomonas aeruginosa strain AZPAE14997 AZPAE14997_contig_4, whole genome shotgun sequence.	GCF0007926051	NZJTOX010000041	129720	162885	33165
Pseudomonas aeruginosa strain T2436 chromosome, complete genome	GCF0097204051	NZCP0399881	2434159	2464832	30673
Pseudomonas aeruginosa strain AUS134 IPC375_2.1, whole genome shotgun sequence	GCF0038392051	NZNSXK010000021	299852	328900	29048
Pseudomonas aeruginosa strain Liverpool Epidemic Strain, whole genome shotgun sequence.	GCF0008239651	NZCCOF010000031	37939	123969	86030
Pseudomonas aeruginosa strain 4064321111 IPC1494_1.1, whole genome shotgun sequence	GCF0043706151	NZRWMX010000011	348112	373760	25648
Pseudomonas aeruginosa strain AZPAE14964 AZPAE14964_contig_23, whole genome shotgun sequence.	GCF0007918351	NZJTQD010000231	249393	276711	27318
Pseudomonas aeruginosa strain AUS120 IPC365_1.1, whole genome shotgun sequence	GCF0038405551	NZNSXM010000011	606677	620727	14050
Pseudomonas aeruginosa isolate 192, whole genome shotgun sequence.	GCF9001453451	NZFRLN010000421	100602	133034	32432
Pseudomonas aeruginosa strain PABL061 NODE_15_length_167621_cov_78.8087, whole genome shotgun sequence	GCF0034113451	NZQVCI010000151	41882	105726	63844
Pseudomonas aeruginosa isolate 282, whole genome shotgun sequence.	GCF9001461251	NZFROK010000451	99101	163993	64892
Pseudomonas aeruginosa strain FRD1, complete genome.	GCF0008298851	NZCP0105551	1664557	1743789	79232
Pseudomonas aeruginosa strain PS00100 unitig_0, whole genome shotgun sequence	GCF0037038551	NZNTGD010000021	3379366	3406992	27626
Pseudomonas aeruginosa strain env103 NODE_1_length_632579_cov_10.6944, whole genome shotgun sequence.	GCF0023307651	NZNRAY010000011	289010	303270	14260
Pseudomonas aeruginosa strain 462 scaffold_1, whole genome shotgun sequence.	GCF0023120651	NZMWXK010000021	478470	526562	48092
Pseudomonas aeruginosa genome assembly 267_15_211Gb_contgs_500, contig NODE_2_length_451136_cov_28.5626_ID_3, whole genome shotgun sequence.	GCF0013751351	NZCTEW010000231	78411	98212	19801
Pseudomonas aeruginosa strain Pa127 chromosome, complete genome.	GCF0022053551	NZCP0220001	2644527	2690383	45856
Pseudomonas aeruginosa strain WH-SGI-V-07631 WH-SGI-V-07631_contig1, whole genome shotgun sequence.	GCF0014534051	NZLLRC010000011	271966	297614	25648
Pseudomonas aeruginosa strain 4124363474-14 IPC1501_1.1, whole genome shotgun sequence	GCF0043705151	NZRWMR010000011	478223	526315	48092
Pseudomonas aeruginosa strain 1689 1689_NODE_2_length_387887_cov_87.1549, whole genome shotgun sequence	GCF0038634451	NZRRBX010000021	39324	55105	15781
Pseudomonas aeruginosa strain VNMU149 MRSN567329_contig00002, whole genome shotgun sequence	GCF0098876451	NZWXZS010000021	505253	558031	52778
Pseudomonas aeruginosa strain UMB2261 NODE_3_length_185220_cov_5.813024, whole genome shotgun sequence	GCF0098072751	NZWUDH010000031	7706	61807	54101
Pseudomonas aeruginosa strain 829 829_NODE_1.ctg_1, whole genome shotgun sequence.	GCF0021938351	NZNIPE010000231	386617	432359	45742
Pseudomonas aeruginosa strain NCTC8203, whole genome shotgun sequence.	GCF9004554451	NZUAWU010000111	71066	100251	29185
Pseudomonas aeruginosa strain PAG scaffold1, whole genome shotgun sequence.	GCF0007434051	NZKN0506411	5953747	5957647	3900
Pseudomonas aeruginosa isolate 124, whole genome shotgun sequence.	GCF9001446651	NZFRIT010000121	103989	140650	36661
Pseudomonas aeruginosa strain TNCF_85 NODE_1_length_564602_cov_20.5663_ID_1, whole genome shotgun sequence.	GCF0017657951	NZMAZS010000251	83354	130505	47151
Pseudomonas aeruginosa strain A11 IPC690_2.1, whole genome shotgun sequence	GCF0038369451	NZNSUX010000021	282448	328966	46518
Pseudomonas aeruginosa LESlike1 sequence.	GCF0005839751	NZCP0069841	2503444	2550305	46861
Pseudomonas aeruginosa genome assembly 239_10Pc_1_contgs_500, contig NODE_1_length_451159_cov_22.6497_ID_1, whole genome shotgun sequence.	GCF0013737351	NZCTDH010000311	78434	98235	19801
Pseudomonas aeruginosa isolate 241, whole genome shotgun sequence.	GCF9001457651	NZFRNA010000721	7775	23390	15615
Pseudomonas aeruginosa strain 14649 contig_54, whole genome shotgun sequence.	GCF0014141051	NZLKPS010000121	1348434	2274234	925800
Pseudomonas aeruginosa strain 759 759_NODE_17.ctg_1, whole genome shotgun sequence.	GCF0021939951	NZNIPC010000821	24611	38475	13864
Pseudomonas aeruginosa strain PABL017 chromosome, complete genome	GCF0034292051	NZCP0316601	2434392	2461622	27230
Pseudomonas aeruginosa isolate 344, whole genome shotgun sequence.	GCF9001467251	NZFRQR010000211	7797	27598	19801
Pseudomonas aeruginosa strain S2239_15 IPC902_1.1, whole genome shotgun sequence	GCF0038362751	NZNSSK010000011	296038	345267	49229
Pseudomonas aeruginosa strain NCTC11448, whole genome shotgun sequence.	GCF9004551151	NZUGUE010000011	276649	303234	26585
Pseudomonas aeruginosa strain AZPAE14693 AZPAE14693_contig_26, whole genome shotgun sequence.	GCF0007946251	NZJTXL010000261	39295	57807	18512
Pseudomonas aeruginosa strain LiA63_2006 IPC790_3.1, whole genome shotgun sequence	GCF0038363851	NZNSTE010000031	212930	295028	82098
Pseudomonas aeruginosa strain ATCC BAA-2112 IPC1580_2.1, whole genome shotgun sequence.	GCF0022370851	NZMVGZ010000021	1523806	1558873	35067
Pseudomonas aeruginosa strain S04 90 genome.	GCF0009885051	NZCP0113691	2580027	2584535	4508
Pseudomonas aeruginosa genome assembly 209_15_321Gb_contgs_500, contig NODE_2_length_451136_cov_29.4982_ID_3, whole genome shotgun sequence.	GCF0013744151	NZCTCP010000301	78411	98212	19801
Pseudomonas aeruginosa strain Ocean-1206 scaffold19_cov1221_read216, whole genome shotgun sequence.	GCF0022636151	NZNMRP010000191	252121	285699	33578
Pseudomonas sp. HMSC067D05 Scaffold203, whole genome shotgun sequence.	GCF0018112151	NZKV8039381	477736	496899	19163
Pseudomonas aeruginosa strain AZPAE14971 AZPAE14971_contig_90, whole genome shotgun sequence.	GCF0007920051	NZJTPX010000901	32558	35076	2518
Pseudomonas aeruginosa strain SJU-S79_1 NODE_8_length_283846_cov_63.9904, whole genome shotgun sequence.	GCF0023297751	NZNRFA010000081	61498	70824	9326
Pseudomonas aeruginosa 62 genomic scaffold adgfr-supercont1.2, whole genome shotgun sequence.	GCF0004820251	NZKI5193161	1692276	1713232	20956
Pseudomonas aeruginosa BL17 genomic scaffold adggm-supercont1.1, whole genome shotgun sequence.	GCF0004808051	NZKI5188221	2583357	2612581	29224
Pseudomonas aeruginosa strain DUN-007-2 IPC1006_1.1, whole genome shotgun sequence	GCF0038357651	NZNSRC010000011	625792	679734	53942
Pseudomonas aeruginosa C-NN2 isolate early isolate NN2 (clone C) genome assembly, chromosome: I.	GCF9001852551	NZLT8831431	2597702	2645794	48092
Pseudomonas aeruginosa strain PABL003 NODE_14_length_111217_cov_101.048, whole genome shotgun sequence	GCF0034122951	NZQVEG010000141	43031	71482	28451
Pseudomonas aeruginosa strain F34365 contig1, whole genome shotgun sequence.	GCF0027240751	NZJPDZ010000011	2453242	2483135	29893
Pseudomonas aeruginosa BWHPSA021 genomic scaffold adgeQ-supercont1.1, whole genome shotgun sequence.	GCF0004812851	NZKI5190231	1681610	1712281	30671
Pseudomonas aeruginosa MTB-1, complete genome.	GCF0005040451	NC0230191	2397475	2435838	38363
Pseudomonas aeruginosa strain SCAID WND2-2019 chromosome	GCF0075669551	NZCP0417861	3007367	3022784	15417
Pseudomonas aeruginosa strain AZPAE14999 AZPAE14999_contig_7, whole genome shotgun sequence.	GCF0007926351	NZJTOV010000071	244384	273489	29105
Pseudomonas aeruginosa strain TNCF_12 NODE_14_length_142564_cov_14.1438_ID_27, whole genome shotgun sequence.	GCF0017655751	NZMAZG010000261	83331	130482	47151
Pseudomonas aeruginosa strain COPD6d Contig2, whole genome shotgun sequence.	GCF0020216352	NZMWLC020001151	7799	205048	197249
Pseudomonas aeruginosa strain AR_460 chromosome, complete genome.	GCF0032883351	NZCP0303511	746859	766921	20062
Pseudomonas aeruginosa BWHPSA019 genomic scaffold adgfe-supercont1.2, whole genome shotgun sequence.	GCF0004813251	NZKI5190521	645144	679331	34187
Pseudomonas aeruginosa strain WH-SGI-V-07273 WH_SGI_V_07273_3, whole genome shotgun sequence.	GCF0014539051	NZLLUB010000231	42155	96095	53940
Pseudomonas aeruginosa strain AZPAE14879 AZPAE14879_contig_11, whole genome shotgun sequence.	GCF0007905251	NZJTTJ010000111	122678	138460	15782
Pseudomonas aeruginosa strain PA57 contig000004, whole genome shotgun sequence.	GCF0033325251	NZQDGS010000041	40665	53639	12974
Pseudomonas aeruginosa strain AZPAE15032 AZPAE15032_contig_9, whole genome shotgun sequence.	GCF0007915651	NZJTNO010000091	79938	132706	52768
Pseudomonas aeruginosa strain AZPAE12416 AZPAE12416_contig_26, whole genome shotgun sequence.	GCF0007971851	NZJTZY010000261	117507	137784	20277
Pseudomonas aeruginosa strain KCJ3K95 NODE_2_length_225422_cov_6.474844, whole genome shotgun sequence	GCF0088025951	NZVZIT010000021	39286	104720	65434
Pseudomonas aeruginosa strain 4068 4068-unitig_9, whole genome shotgun sequence	GCF0097250151	NZWOFT010000011	3868789	3986648	117859
Pseudomonas aeruginosa isolate 155, whole genome shotgun sequence.	GCF9001449451	NZFRJU010002381	0	25262	25262
Pseudomonas aeruginosa strain PABL002 NODE_7_length_233600_cov_44.8072, whole genome shotgun sequence	GCF0034122851	NZQVEH010000071	162440	182241	19801
Pseudomonas aeruginosa strain U350 IPC946_3.1, whole genome shotgun sequence	GCF0038359851	NZNSRY010000031	477736	507619	29883
Pseudomonas aeruginosa genome assembly 287_10Pc_5_contgs_500, contig NODE_24_length_96203_cov_24.9012_ID_47, whole genome shotgun sequence.	GCF0013742151	NZCTFK010000601	35131	53198	18067
Pseudomonas aeruginosa strain J80UH1OS1 IPC744_7.1, whole genome shotgun sequence	GCF0038365051	NZNSTR010000071	146186	181882	35696
Pseudomonas aeruginosa strain AZPAE14944 AZPAE14944_contig_7, whole genome shotgun sequence.	GCF0007914251	NZJTQX010000071	39394	87486	48092
Pseudomonas sp. HMSC071F02 Scaffold364, whole genome shotgun sequence.	GCF0018376851	NZKV8335301	41127	66137	25010
Pseudomonas aeruginosa CF18 genomic scaffold adgfD-supercont1.1, whole genome shotgun sequence.	GCF0004819251	NZKI5192811	1605518	1653622	48104
Pseudomonas aeruginosa BWHPSA044 adkfY-supercont1.1, whole genome shotgun sequence.	GCF0005203151	NZKI9144811	2080960	2100761	19801
Pseudomonas aeruginosa strain ATCC 27853, complete genome.	GCF0016189251	NZCP0151171	5955635	5959535	3900
Pseudomonas aeruginosa isolate 124.1, whole genome shotgun sequence.	GCF9001476951	NZFRUL010000631	103508	140169	36661
Pseudomonas aeruginosa strain NCTC12448, whole genome shotgun sequence.	GCF9004553951	NZUATX010000011	914827	934628	19801
Pseudomonas aeruginosa strain T6313 contig1, whole genome shotgun sequence.	GCF0029271551	NZJPFD010000011	2758051	2761951	3900
Pseudomonas aeruginosa strain PSE305.	GCF0007509051	NZHG9742341	3030990	3154723	123733
Pseudomonas aeruginosa MRW44.1 contig00002, whole genome shotgun sequence.	GCF0002829151	NZALBW010000021	588041	601729	13688
Pseudomonas aeruginosa strain Pa58 chromosome, complete genome.	GCF0021924951	NZCP0217751	2728898	2737317	8419
Pseudomonas aeruginosa strain 11 IPC1593_2.1, whole genome shotgun sequence	GCF0043709251	NZRWLK010000021	613230	636164	22934
Pseudomonas aeruginosa strain AZPAE14441 AZPAE14441_contig_29, whole genome shotgun sequence.	GCF0007962851	NZJTYI010000291	56498	174881	118383
Pseudomonas aeruginosa strain AMT0026-1 IPC553_2.1, whole genome shotgun sequence	GCF0039762651	NZRXDK010000021	347349	372997	25648
Pseudomonas aeruginosa strain U0272B IPC922_3.1, whole genome shotgun sequence	GCF0038362051	NZNSSE010000031	477736	507619	29883
Pseudomonas aeruginosa genome assembly 217_12_5Pc_4_contgs_500, contig NODE_1_length_451159_cov_28.8019_ID_5, whole genome shotgun sequence.	GCF0013745351	NZCTCS010000171	78434	98235	19801
Pseudomonas aeruginosa strain MCF104 IPC1367_1.1, whole genome shotgun sequence	GCF0039746851	NZRXBF010000011	466979	477300	10321
Pseudomonas aeruginosa isolate 287, whole genome shotgun sequence.	GCF9001461851	NZFROO010000361	7785	66830	59045
Pseudomonas aeruginosa strain BTP034 MC15175091, whole genome shotgun sequence.	GCF0010867551	NZLFMR010000011	1238049	1325519	87470
Pseudomonas aeruginosa strain JYH7 IPC1218_1.1, whole genome shotgun sequence	GCF0039750551	NZRXBY010000011	356105	559196	203091
Pseudomonas aeruginosa strain S443_C09_RS S443_C09_RS_NODE_6_length_323640, whole genome shotgun sequence.	GCF0021360151	NZNFGD010000061	173507	187372	13865
Pseudomonas aeruginosa strain PAC15B IPC140_1.1, whole genome shotgun sequence	GCF0043735151	NZRWSN010000011	189438	212571	23133
Pseudomonas aeruginosa strain GIMC5016:PA1840, complete sequence	GCF0040004951	NZCP0344301	2565447	2583230	17783
Pseudomonas aeruginosa strain PA55 contig000012, whole genome shotgun sequence.	GCF0033324251	NZQDGH010000121	35123	54658	19535
Pseudomonas aeruginosa strain AU13213 NODE_2_length_708584_cov_6.03637_ID_3, whole genome shotgun sequence.	GCF0015546151	NZLRYS010000221	488237	542175	53938
Pseudomonas aeruginosa strain AR_0110 chromosome, complete genome.	GCF0032043351	NZCP0297451	2508100	2557547	49447
Pseudomonas aeruginosa strain AZPAE15031 AZPAE15031_contig_24, whole genome shotgun sequence.	GCF0007918551	NZJTNP010000241	118038	182922	64884
Pseudomonas aeruginosa strain SCH_ABX17 ABX17_contig000001, whole genome shotgun sequence.	GCF0019903751	NZMULA010000011	298732	325535	26803
Pseudomonas aeruginosa strain AR_0230 chromosome, complete genome.	GCF0029686951	NZCP0271741	1089522	1138969	49447
Pseudomonas aeruginosa strain CCBH18249 scaffold19.1, whole genome shotgun sequence	GCF0041463251	NZSELB010000191	72759	125512	52753
Pseudomonas aeruginosa SG17M Scaffold1, whole genome shotgun sequence.	GCF0005682151	NZJALF010000011	2929143	2982995	53852
Pseudomonas aeruginosa strain AZPAE14975 AZPAE14975_contig_48, whole genome shotgun sequence.	GCF0007920951	NZJTPT010000481	39333	57267	17934
Pseudomonas aeruginosa strain U397A IPC954_1.1, whole genome shotgun sequence	GCF0038371451	NZNSRW010000011	889201	919084	29883
Pseudomonas aeruginosa strain HUM-322-D1 PA3_H10_NODE_3_length_172056_cov_40.2865_ID_5, whole genome shotgun sequence	GCF0036323151	NZQZYO010000841	121920	141722	19802
Pseudomonas aeruginosa RB, whole genome shotgun sequence	GCF0006479352	NZDF3968061	479948	493493	13545
Pseudomonas aeruginosa RB, whole genome shotgun sequence	GCF0006479352	NZDF3968251	89558	99386	9828
Pseudomonas aeruginosa strain WH-SGI-V-07704 WH-SGI-V-07704_contig3, whole genome shotgun sequence.	GCF0014526851	NZLLSY010000231	356573	403724	47151
Pseudomonas aeruginosa strain 60503 chromosome, complete genome	GCF0075590651	NZCP0417741	2431801	2487114	55313
Pseudomonas aeruginosa strain Pa1207 chromosome, complete genome.	GCF0022086451	NZCP0220011	4965352	5066815	101463
Pseudomonas aeruginosa PA14 genomic scaffold acUKH-supercont1.1, whole genome shotgun sequence.	GCF0004042651	NZKE1363351	3069930	3095578	25648
Pseudomonas aeruginosa BWHPSA026 genomic scaffold adgfP-supercont1.1, whole genome shotgun sequence.	GCF0004811851	NZKI5189811	1713527	1789366	75839
Pseudomonas aeruginosa strain VD171 scaffold_1, whole genome shotgun sequence.	GCF0023127951	NZMWYO010000021	409423	449032	39609
Pseudomonas aeruginosa strain Liverpool Epidemic Strain, whole genome shotgun sequence.	GCF0008246451	NZCCOG010000031	34594	122073	87479
Pseudomonas aeruginosa genome assembly 288_12_5Pc_2_2_contgs_500, contig NODE_1_length_433141_cov_23.9265_ID_1, whole genome shotgun sequence.	GCF0013742351	NZCTFN010000751	373825	386028	12203
Pseudomonas aeruginosa VRFPA04, complete genome.	GCF0004737452	NZCP0087391	4273261	4279673	6412
Pseudomonas aeruginosa isolate 164, whole genome shotgun sequence.	GCF9001450651	NZFRKA010000721	101805	127453	25648
Pseudomonas aeruginosa CF_PA39 scaffold8, whole genome shotgun sequence.	GCF0005682352	NZJDVE010000081	18199	65154	46955
Pseudomonas aeruginosa strain 18G IPC574_3.1, whole genome shotgun sequence	GCF0043735951	NZRWQV010000031	185939	216726	30787
Pseudomonas aeruginosa strain HIAE_PA05 5c, whole genome shotgun sequence.	GCF0030555851	NZQBER010000051	251687	296360	44673
