Pseudomonas fluorescens strain AU14440 Contig_251, whole genome shotgun sequence.	GCF0008018751	NZJRXX010000881	5
Pseudomonas chlororaphis subsp. piscium strain ChPhzS140 chromosome, complete genome	GCF0038505051	NZCP0277401	3060
Pseudomonas aeruginosa isolate 348, whole genome shotgun sequence.	GCF9001467651	NZFRQV010000041	31
Pseudomonas aeruginosa strain AZPAE12153 AZPAE12153_contig_19, whole genome shotgun sequence.	GCF0007969251	NZJUAJ010000191	15
Pseudomonas sp. FW215-L2 NODE_38_length_63927_cov_26.3531, whole genome shotgun sequence.	GCF0028827951	NZPODY010000381	5
Pseudomonas putida KT2440 chromosome, complete genome.	GCF0000075652	NC0029474	2579
Pseudomonas aeruginosa strain HIAE_PA05 5c, whole genome shotgun sequence.	GCF0030555851	NZQBER010000051	53
Pseudomonas aeruginosa isolate 1 genome assembly, chromosome: 1	GCF9004970251	NZLS9987831	115
Pseudomonas sp. St29 DNA, complete genome.	GCF0015479151	NZAP0146281	3962
Pseudomonas aeruginosa strain AUS210 IPC231_4.1, whole genome shotgun sequence	GCF0038399151	NZNSZG010000041	34
Pseudomonas aeruginosa strain TNCF_42 NODE_15_length_179672_cov_30.6636_ID_29, whole genome shotgun sequence.	GCF0017656451	NZMAZM010000181	77
Pseudomonas aeruginosa strain AZPAE12418 AZPAE12418_contig_32, whole genome shotgun sequence.	GCF0007972451	NZJTZW010000321	25
Pseudomonas aeruginosa PAO1 isolate 2017-H CEC23_23, whole genome shotgun sequence	GCF0039571151	NZQZGD010000231	22
Pseudomonas aeruginosa strain PA-CL521b IPC616_3.1, whole genome shotgun sequence	GCF0043722951	NZRWPR010000031	13
Pseudomonas aeruginosa isolate 237, whole genome shotgun sequence.	GCF9001457451	NZFRMY010000071	21
Pseudomonas aeruginosa strain AUS485 IPC436_2.1, whole genome shotgun sequence	GCF0038406551	NZNSWZ010000021	57
Pseudomonas aeruginosa strain 1336_PAER 817_107306_1598017_455_,...,385_, whole genome shotgun sequence.	GCF0010762251	NZJVTD010000741	29
Pseudomonas protegens CHA0, complete genome.	GCF0003972051	NC0212371	4119
Pseudomonas aeruginosa strain NCTC11839, whole genome shotgun sequence	GCF9014825351	NZCABEEV0100000081	23
Pseudomonas aeruginosa strain TNCF_16 NODE_4_length_422964_cov_27.8809_ID_7, whole genome shotgun sequence.	GCF0017661951	NZMAKL010000151	77
Pseudomonas aeruginosa BWHPSA039 adkgf-supercont1.1, whole genome shotgun sequence.	GCF0005204151	NZKI9145301	13
Pseudomonas aeruginosa strain AUS483 IPC434_1.1, whole genome shotgun sequence	GCF0038390251	NZNSXA010000011	24
Pseudomonas aeruginosa UCBPP-PA14 chromosome	GCF0069740451	NZCP0342441	26
Pseudomonas aeruginosa isolate 166, whole genome shotgun sequence.	GCF9001450951	NZFRKI010000481	81
Pseudomonas aeruginosa LESB58 chromosome, complete genome.	GCF0000266451	NC011770	63
Pseudomonas aeruginosa strain WH-SGI-V-07266 WH_SGI_V_07266_1, whole genome shotgun sequence.	GCF0014539851	NZLLTX010000011	24
Pseudomonas aeruginosa strain AZPAE15059 AZPAE15059_contig_17, whole genome shotgun sequence.	GCF0007932451	NZJTMN010000171	31
Pseudomonas aeruginosa strain HUM-303 PA3_A9_NODE_1_length_644010_cov_45.3394_ID_1, whole genome shotgun sequence	GCF0036290051	NZRAFS010000091	126
Pseudomonas aeruginosa strain DSM 50071 3_801891_19.1347, whole genome shotgun sequence.	GCF0010429251	NZJYLC010000031	21
Pseudomonas aeruginosa strain AUS226 IPC252_2.1, whole genome shotgun sequence	GCF0039766651	NZRXFE010000021	26
Pseudomonas aeruginosa strain AZPAE15011 AZPAE15011_contig_5, whole genome shotgun sequence.	GCF0007928851	NZJTOJ010000051	27
Pseudomonas aeruginosa strain NCTC8058, whole genome shotgun sequence.	GCF9004555551	NZUGUO010000011	42
Pseudomonas aeruginosa strain R4393 GCID_CRPK_0017_NODE_4.ctg_1, whole genome shotgun sequence	GCF0039550751	NZRWWS010001481	85
Pseudomonas aeruginosa strain 5034388513 IPC1491_2.1, whole genome shotgun sequence	GCF0043706051	NZRWMZ010000021	83
Pseudomonas aeruginosa strain PABL084 NODE_12_length_149271_cov_64.3408, whole genome shotgun sequence	GCF0034109851	NZQVBL010000121	87
Pseudomonas aeruginosa 3573 adTvP-supercont1.6, whole genome shotgun sequence.	GCF0006293251	NZKK2130851	21
Pseudomonas aeruginosa strain S1983 IPC908_3.1, whole genome shotgun sequence	GCF0038581551	NZNSSG010000031	83
Pseudomonas aeruginosa genome assembly 252_12_5Pc_1_1_contgs_500, contig NODE_18_length_149523_cov_34.3929_ID_35, whole genome shotgun sequence.	GCF0013748751	NZCTDO010000181	25
Pseudomonas aeruginosa str. MSH 3 contig045, whole genome shotgun sequence.	GCF0004123751	NZASQU010000451	35
Pseudomonas aeruginosa strain PA-W35 IPC20_1.1, whole genome shotgun sequence	GCF0038415751	NZNTAK010000011	18
Pseudomonas aeruginosa strain AZPAE13866 AZPAE13866_contig_44, whole genome shotgun sequence.	GCF0007955851	NZJTZH010000441	15
Pseudomonas putida S12, complete genome.	GCF0004954552	NZCP0099741	958
Pseudomonas aeruginosa strain ATCC BAA-2108 IPC1576_3.1, whole genome shotgun sequence.	GCF0022370251	NZMVGV010000031	20
Pseudomonas aeruginosa genome assembly 266_15Pc_7_contgs_500, contig NODE_2_length_451159_cov_19.834_ID_3, whole genome shotgun sequence.	GCF0013751151	NZCTEU010000391	25
Pseudomonas sp. 286 isolate p8.E10, whole genome shotgun sequence	GCF9006017051	NZUWED010000011	1447
Pseudomonas sp. 286 isolate p1.H12, whole genome shotgun sequence	GCF9005834051	NZUTLO010000011	1403
Pseudomonas aeruginosa strain HB159 IPC1190_2.1, whole genome shotgun sequence	GCF0038354851	NZNSOO010000021	80
Pseudomonas aeruginosa strain AZPAE14860 AZPAE14860_contig_42, whole genome shotgun sequence.	GCF0007900651	NZJTUC010000421	81
Pseudomonas aeruginosa strain AUS523 IPC331_22.1, whole genome shotgun sequence	GCF0039765851	NZRXEX010000221	60
Pseudomonas aeruginosa strain TNCF_14 NODE_10_length_179643_cov_17.2108_ID_19, whole genome shotgun sequence.	GCF0017655851	NZMAZH010000261	77
Pseudomonas aeruginosa strain TNCF_23 NODE_4_length_484752_cov_15.4446_ID_7, whole genome shotgun sequence.	GCF0017655951	NZMAZJ010000181	77
Pseudomonas aeruginosa BWHPSA038 adkfW-supercont1.1, whole genome shotgun sequence.	GCF0005204351	NZKI9145401	49
Pseudomonas aeruginosa strain AZPAE12416 AZPAE12416_contig_26, whole genome shotgun sequence.	GCF0007971851	NZJTZY010000261	25
Pseudomonas aeruginosa strain KCJ3K95 NODE_2_length_225422_cov_6.474844, whole genome shotgun sequence	GCF0088025951	NZVZIT010000021	116
Pseudomonas sp. PB120 PB120_contig46, whole genome shotgun sequence	GCF0097618151	NZRWIN010000281	31
Pseudomonas aeruginosa strain AR_0094 scaffold00003, whole genome shotgun sequence.	GCF0018752051	NZMPBR010000031	13
Pseudomonas aeruginosa strain BK5 contig_8, whole genome shotgun sequence.	GCF0022429151	NZLFDG010000081	22
Pseudomonas aeruginosa strain PPF-18 scaffold_1, whole genome shotgun sequence.	GCF0023126751	NZMWYE010000021	15
Pseudomonas aeruginosa strain SCVFeb, complete genome.	GCF0019001951	NZCP0134771	38
Pseudomonas aeruginosa isolate 86, whole genome shotgun sequence.	GCF9001442651	NZFRHE010000271	25
Pseudomonas aeruginosa strain PAO1161 chromosome, complete genome	GCF0041026651	NZCP0321261	21
Pseudomonas aeruginosa isolate 338, whole genome shotgun sequence.	GCF9001466651	NZFRQM010000611	31
Pseudomonas aeruginosa strain 4124363474-14 IPC1501_1.1, whole genome shotgun sequence	GCF0043705151	NZRWMR010000011	89
Pseudomonas aeruginosa strain VNMU149 MRSN567329_contig00002, whole genome shotgun sequence	GCF0098876451	NZWXZS010000021	81
Pseudomonas aeruginosa strain WH-SGI-V-07305 WH_SGI_V_07305_3, whole genome shotgun sequence.	GCF0014547251	NZLLUW010000231	85
Pseudomonas aeruginosa strain VET-31 NODE_25_length_98554_cov_24.0553_ID_49, whole genome shotgun sequence	GCF0036329651	NZQZZO010000811	81
Pseudomonas aeruginosa strain HCF73 IPC1422_5.1, whole genome shotgun sequence	GCF0039739251	NZRXAC010000051	98
Pseudomonas aeruginosa strain 4064321111 IPC1494_1.1, whole genome shotgun sequence	GCF0043706151	NZRWMX010000011	26
Pseudomonas aeruginosa strain AZPAE14964 AZPAE14964_contig_23, whole genome shotgun sequence.	GCF0007918351	NZJTQD010000231	35
Pseudomonas aeruginosa YL84, complete genome.	GCF0005245951	NZCP0071471	13
Pseudomonas aeruginosa strain PA193 NODE_3_length_620854_cov_18.517145, whole genome shotgun sequence	GCF0097273351	NZWOAM010000031	26
Pseudomonas aeruginosa BWH054 adTyv-supercont1.1, whole genome shotgun sequence.	GCF0006295051	NZKK2132231	103
Pseudomonas aeruginosa strain A13 IPC691_3.1, whole genome shotgun sequence	GCF0038370451	NZNSUW010000031	77
Pseudomonas aeruginosa LESB58 chromosome, complete genome.	GCF0000266451	NC011770	63
Pseudomonas aeruginosa strain PA218 NODE_1_length_1839574_cov_27.921250, whole genome shotgun sequence	GCF0097272351	NZWOAG010000011	26
Pseudomonas aeruginosa strain PAO1161 chromosome, complete genome	GCF0041026651	NZCP0321261	21
Pseudomonas aeruginosa strain MUC-N2, whole genome shotgun sequence	GCF0088430851	NZWBZG010000261	22
Pseudomonas fluorescens strain AU14440 Contig_251, whole genome shotgun sequence.	GCF0008018751	NZJRXX010000881	5
Pseudomonas chlororaphis subsp. piscium strain ChPhzS140 chromosome, complete genome	GCF0038505051	NZCP0277401	3060
Pseudomonas aeruginosa U2504 genomic scaffold adgfx-supercont1.1, whole genome shotgun sequence.	GCF0004817851	NZKI5192401	41
Pseudomonas aeruginosa strain 6099 IPC1348_1.1, whole genome shotgun sequence	GCF0043713451	NZRWNO010000011	32
Pseudomonas putida KT2440 chromosome, complete genome.	GCF0000075652	NC0029474	2579
Pseudomonas aeruginosa strain PA-W5 IPC1283_21.1, whole genome shotgun sequence	GCF0038337651	NZNSNQ010000211	32
Pseudomonas aeruginosa strain JYH9 IPC1220_1.1, whole genome shotgun sequence	GCF0039750051	NZRXBX010000011	25
Pseudomonas aeruginosa BWHPSA047 adkfX-supercont1.1, whole genome shotgun sequence.	GCF0005202551	NZKI9144631	31
Pseudomonas aeruginosa isolate 247, whole genome shotgun sequence.	GCF9001458251	NZFRNF010000321	21
Pseudomonas aeruginosa isolate 166, whole genome shotgun sequence.	GCF9001450951	NZFRKI010000481	81
Pseudomonas extremaustralis strain USBA 515, whole genome shotgun sequence.	GCF9001676351	NZFUYI010000301	5
Pseudomonas aeruginosa strain WH-SGI-V-07073 WH-SGI-V-07073_contig1, whole genome shotgun sequence.	GCF0014492551	NZLLLG010000011	22
Pseudomonas aeruginosa strain TNCF_155 NODE_12_length_179633_cov_27.4724_ID_23, whole genome shotgun sequence.	GCF0017659751	NZMBMK010000131	77
Pseudomonas protegens CHA0, complete genome.	GCF0003972051	NC0212371	4119
Pseudomonas sp. 286 isolate p7.H1, whole genome shotgun sequence	GCF9006013151	NZUWCP010000011	1606
Pseudomonas aeruginosa strain NCTC10727, whole genome shotgun sequence.	GCF9004554351	NZUAUH010000231	26
Pseudomonas aeruginosa strain 5034388513 IPC1491_2.1, whole genome shotgun sequence	GCF0043706051	NZRWMZ010000021	83
Pseudomonas aeruginosa strain 211BR IPC1242_8.1, whole genome shotgun sequence	GCF0038341351	NZNSOA010000081	98
Pseudomonas aeruginosa strain PA-W35 IPC20_1.1, whole genome shotgun sequence	GCF0038415751	NZNTAK010000011	18
Pseudomonas aeruginosa strain PPF-18 scaffold_1, whole genome shotgun sequence.	GCF0023126751	NZMWYE010000021	15
Pseudomonas aeruginosa strain DSM 50071 3_801891_19.1347, whole genome shotgun sequence.	GCF0010429251	NZJYLC010000031	21
Pseudomonas aeruginosa strain AUS226 IPC252_2.1, whole genome shotgun sequence	GCF0039766651	NZRXFE010000021	26
Pseudomonas aeruginosa strain AZPAE15011 AZPAE15011_contig_5, whole genome shotgun sequence.	GCF0007928851	NZJTOJ010000051	27
Pseudomonas aeruginosa strain 3141 IPC1105_2.1, whole genome shotgun sequence	GCF0039760751	NZRXCP010000021	239
Pseudomonas chlororaphis subsp. aurantiaca strain Q16 chromosome, complete genome	GCF0038513451	NZCP0277181	1308
Pseudomonas aeruginosa strain F9670, complete genome.	GCF0015428351	NZCP0088731	12
Pseudomonas aeruginosa strain CCBH18249 scaffold19.1, whole genome shotgun sequence	GCF0041463251	NZSELB010000191	99
Pseudomonas aeruginosa SG17M Scaffold1, whole genome shotgun sequence.	GCF0005682151	NZJALF010000011	87
Pseudomonas aeruginosa strain TNCF_69 NODE_14_length_142604_cov_19.0481_ID_27, whole genome shotgun sequence.	GCF0017657551	NZMAZQ010000291	77
Pseudomonas aeruginosa strain HIAE_PA21 1c, whole genome shotgun sequence.	GCF0030552951	NZQBEB010000011	26
Pseudomonas brassicacearum strain 48H11 48H11_contig_10, whole genome shotgun sequence	GCF0037322251	NZMOBJ010000091	5
Pseudomonas aeruginosa strain Jp100 IPC750_1.1, whole genome shotgun sequence	GCF0039753851	NZRXDD010000011	25
Pseudomonas aeruginosa genome assembly 259_Rw151_contgs_500, contig NODE_2_length_451136_cov_22.9688_ID_3, whole genome shotgun sequence.	GCF0013749751	NZCTDU010000721	25
Pseudomonas aeruginosa strain 298S020611BSL_PA1 IPC68_2.1, whole genome shotgun sequence	GCF0043743151	NZRWTY010000021	89
Pseudomonas aeruginosa strain CLJ1 contig16, whole genome shotgun sequence.	GCF0030323951	NZPVXJ010000161	29
Pseudomonas aeruginosa isolate 283, whole genome shotgun sequence.	GCF9001461351	NZFROL010000631	99
Pseudomonas aeruginosa strain DUN-015A IPC1027_3.1, whole genome shotgun sequence	GCF0038357251	NZNSQW010000031	24
Pseudomonas sp. GR 6-02, complete genome.	GCF0016556151	NZCP0115671	21
Pseudomonas aeruginosa strain S1g NODE_1_length_565722_cov_19.8935, whole genome shotgun sequence.	GCF0023262751	NZNQZQ010000011	19
Pseudomonas chlororaphis subsp. piscium strain ChPhzS135 chromosome, complete genome	GCF0038504851	NZCP0277381	3160
Pseudomonas aeruginosa strain AUS157 IPC396_2.1, whole genome shotgun sequence	GCF0039757651	NZRXEL010000021	28
Pseudomonas aeruginosa isolate 284, whole genome shotgun sequence.	GCF9001461451	NZFRON010000641	99
Pseudomonas aeruginosa 3573 adTvP-supercont1.6, whole genome shotgun sequence.	GCF0006293251	NZKK2130851	21
Pseudomonas aeruginosa strain W70322 contig3, whole genome shotgun sequence.	GCF0029272151	NZJPFF010000031	22
Pseudomonas aeruginosa strain AZPAE14813 AZPAE14813_contig_8, whole genome shotgun sequence.	GCF0007950851	NZJTVV010000081	69
Pseudomonas aeruginosa isolate 411, whole genome shotgun sequence.	GCF9001473751	NZFRTE010001461	25
Pseudomonas aeruginosa strain P1885 IPC1150_9.1, whole genome shotgun sequence	GCF0039750851	NZRXCC010000091	26
Pseudomonas aeruginosa strain AUS227 IPC253_3.1, whole genome shotgun sequence	GCF0039766551	NZRXFD010000031	36
Pseudomonas sp. 286 isolate p8.F8, whole genome shotgun sequence	GCF9006019451	NZUWEZ010000011	1449
Pseudomonas aeruginosa isolate 93, whole genome shotgun sequence.	GCF9001443551	NZFRHL010000361	37
Pseudomonas aeruginosa BWHPSA039 adkgf-supercont1.1, whole genome shotgun sequence.	GCF0005204151	NZKI9145301	13
Pseudomonas aeruginosa strain AUS483 IPC434_1.1, whole genome shotgun sequence	GCF0038390251	NZNSXA010000011	24
Pseudomonas sp. 286 isolate p6.A5, whole genome shotgun sequence	GCF9005997651	NZUVWQ010000011	1403
Pseudomonas aeruginosa strain AU12424 NODE_1_length_811184_cov_9.54437_ID_1, whole genome shotgun sequence.	GCF0015548751	NZLRZN010000111	81
Pseudomonas aeruginosa strain 6003 IPC1329_1.1, whole genome shotgun sequence	GCF0043715551	NZRWOG010000011	89
Pseudomonas aeruginosa strain AR_0094 scaffold00003, whole genome shotgun sequence.	GCF0018752051	NZMPBR010000031	13
Pseudomonas aeruginosa strain BK5 contig_8, whole genome shotgun sequence.	GCF0022429151	NZLFDG010000081	22
Pseudomonas aeruginosa strain AUS465 IPC227_7.1, whole genome shotgun sequence	GCF0038398451	NZNSZI010000071	26
Pseudomonas aeruginosa strain PA198 NODE_19_length_136577_cov_21.814254, whole genome shotgun sequence	GCF0097273251	NZWOAL010000191	85
Pseudomonas aeruginosa, whole genome shotgun sequence.	GCF0007517151	NZCCVU010000011	95
Pseudomonas aeruginosa UCBPP-PA14 chromosome	GCF0069740451	NZCP0342441	26
Pseudomonas aeruginosa strain HIAE_PA05 5c, whole genome shotgun sequence.	GCF0030555851	NZQBER010000051	53
Pseudomonas aeruginosa isolate 1 genome assembly, chromosome: 1	GCF9004970251	NZLS9987831	115
Pseudomonas aeruginosa strain 2S030611BSL_PA1 IPC26_3.1, whole genome shotgun sequence	GCF0043755151	NZRWVI010000031	27
Pseudomonas aeruginosa strain AUS210 IPC231_4.1, whole genome shotgun sequence	GCF0038399151	NZNSZG010000041	34
Pseudomonas aeruginosa strain TNCF_42 NODE_15_length_179672_cov_30.6636_ID_29, whole genome shotgun sequence.	GCF0017656451	NZMAZM010000181	77
Pseudomonas aeruginosa strain AZPAE13866 AZPAE13866_contig_44, whole genome shotgun sequence.	GCF0007955851	NZJTZH010000441	15
Pseudomonas putida S12, complete genome.	GCF0004954552	NZCP0099741	958
Pseudomonas aeruginosa genome assembly 217_12_5Pc_4_contgs_500, contig NODE_1_length_451159_cov_28.8019_ID_5, whole genome shotgun sequence.	GCF0013745351	NZCTCS010000171	25
Pseudomonas aeruginosa isolate PSA-14, whole genome shotgun sequence	GCF9001069151	NZFNMS010000231	26
Pseudomonas aeruginosa BL15 genomic scaffold adgeO-supercont1.1, whole genome shotgun sequence.	GCF0004808451	NZKI5188351	53
Pseudomonas aeruginosa strain PABL084 NODE_12_length_149271_cov_64.3408, whole genome shotgun sequence	GCF0034109851	NZQVBL010000121	87
Pseudomonas aeruginosa strain Liverpool Epidemic Strain, whole genome shotgun sequence.	GCF0008244051	NZCCPG010000031	151
Pseudomonas aeruginosa str. MSH 3 contig045, whole genome shotgun sequence.	GCF0004123751	NZASQU010000451	35
Pseudomonas aeruginosa strain Zw64 IPC1384_1.1, whole genome shotgun sequence	GCF0039742051	NZRXAV010000011	24
Pseudomonas sp. 286 isolate p11.A5, whole genome shotgun sequence	GCF9005766551	NZUSZS010000011	1403
Pseudomonas aeruginosa strain 759 759_NODE_17.ctg_1, whole genome shotgun sequence.	GCF0021939951	NZNIPC010000821	20
Pseudomonas aeruginosa strain 282 scaffold_0, whole genome shotgun sequence.	GCF0023121151	NZMWXL010000011	46
Pseudomonas aeruginosa RP73, complete genome.	GCF0004140351	NC0215771	21
Pseudomonas aeruginosa strain AZPAE14867 AZPAE14867_contig_2, whole genome shotgun sequence.	GCF0007902151	NZJTTV010000021	165
Pseudomonas aeruginosa isolate 163, whole genome shotgun sequence.	GCF9001450551	NZFRJZ010000551	31
Pseudomonas aeruginosa strain AZPAE14978 AZPAE14978_contig_12, whole genome shotgun sequence.	GCF0007921651	NZJTPQ010000121	73
Pseudomonas sp. GP01-A5 NODE_36_length_63927_cov_33.8439, whole genome shotgun sequence.	GCF0028827351	NZPODO010000361	5
Pseudomonas aeruginosa strain UQCCR 462667354 AA24 NODE_3_length_131099_cov_36.6048, whole genome shotgun sequence	GCF0020881651	NZMWZG010000031	41
Pseudomonas sp. HMSC066A08 Scaffold613, whole genome shotgun sequence.	GCF0018130251	NZKV8113051	19
Pseudomonas aeruginosa BWHPSA041 adkgd-supercont1.1, whole genome shotgun sequence.	GCF0005203751	NZKI9145151	71
Pseudomonas aeruginosa strain AZPAE12418 AZPAE12418_contig_32, whole genome shotgun sequence.	GCF0007972451	NZJTZW010000321	25
Pseudomonas aeruginosa strain PA-CL511 IPC605_2.1, whole genome shotgun sequence	GCF0043724151	NZRWQC010000021	11
Pseudomonas aeruginosa strain TNCF_16 NODE_4_length_422964_cov_27.8809_ID_7, whole genome shotgun sequence.	GCF0017661951	NZMAKL010000151	77
Pseudomonas sp. PB120 PB120_contig46, whole genome shotgun sequence	GCF0097618151	NZRWIN010000281	31
Pseudomonas aeruginosa strain SJU-W4_3 NODE_10_length_229733_cov_57.511, whole genome shotgun sequence.	GCF0025164151	NZNREV010000101	34
Pseudomonas aeruginosa strain BAMC 07-48, complete genome.	GCF0016322451	NZCP0153771	27
Pseudomonas aeruginosa strain AZPAE14712 AZPAE14712_contig_57, whole genome shotgun sequence.	GCF0007972051	NZJTWU010000571	81
Pseudomonas sp. St29 DNA, complete genome.	GCF0015479151	NZAP0146281	3962
Pseudomonas aeruginosa strain AZPAE14814 AZPAE14814_contig_14, whole genome shotgun sequence.	GCF0007951051	NZJTVU010000141	92
Pseudomonas aeruginosa strain AZPAE12420 AZPAE12420_contig_16, whole genome shotgun sequence.	GCF0007972851	NZJTZU010000161	89
Pseudomonas aeruginosa strain TNCF_32M NODE_26_length_75386_cov_6.06353_ID_51, whole genome shotgun sequence.	GCF0017656351	NZMAZL010000571	77
